Id,Question,Answer,Key-Words,Location,Target
493,Adü- organize arası indirimli ücreti nedir?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.,"adü, organize, indirimli, ücret",,
494,Adü- organize arası indirimli fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.,"adü, organize, indirimli, fiyat",,
495,Adü- organize arası indirimli fiyatı nedir?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.,"adü, organize, indirimli, fiyat",,
496,Adü- organize arası engelli ne kadar?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.,"adü, organize, engelli, ne, kadar",,
497,Adü- organize arası engelli ücreti ne kadar?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.,"adü, organize, engelli, ücret",,
498,Adü- organize arası engelli ücreti nedir?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.,"adü, organize, engelli, ücret",,
499,Adü- organize arası engelli fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.,"adü, organize, engelli, fiyat",,
500,Adü- organize arası engelli fiyatı nedir?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.,"adü, organize, engelli, fiyat",,
501,Adü- organize arası öğrenci ne kadar?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.,"adü, organize, öğrenci, ne, kadar",,
502,Adü- organize arası öğrenci ücreti ne kadar?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.,"adü, organize, öğrenci, ücret",,
503,Adü- organize arası öğrenci ücreti nedir?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.,"adü, organize, öğrenci, ücret",,
504,Adü- organize arası öğrenci fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.,"adü, organize, öğrenci, fiyat",,
505,Adü- organize arası öğrenci fiyatı nedir?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.,"adü, organize, öğrenci, fiyat",,
506,605 sanayi ye ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","605, sanayi, ne, kadar",,
507,605 numara sanayi ye ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","605, sanayi, numara, ne, kadar",,
508,605 numaralı otobüs sanayi ye ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","605, sanayi, otobüs, ne, kadar",,
509,605 sanayi ye fiyat ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","605, sanayi, fiyat",,
510,605 numara sanayi fiyat ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","605, sanayi, numara, fiyat",,
511,605 numara sanayi fiyatı nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","605, sanayi, numara, fiyat",,
512,605 numaralı otobüs sanayi fiyat ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","605, sanayi, otobüs, fiyat",,
513,605 numaralı otobüs sanayi fiyatı nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","605, sanayi, otobüs, fiyat",,
514,605 sanayi ücret ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","605, sanayi, ücret",,
515,605 numara sanayi ücreti ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","605, sanayi, numara, ücret",,
516,605 numara sanayi ücreti nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","605, sanayi, numara, ücret",,
517,605 numaralı otobüs sanayi ücreti ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","605, sanayi, otobüs, ücret",,
518,605 numaralı otobüs sanayi ücreti nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","605, sanayi, otobüs, ücret",,
519,Adü- sanayi arası ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","adü, sanayi, ne, kadar",,
520,Adü- sanayi arası fiyat nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","adü, sanayi, fiyat",,
521,Adü- sanayi arası ücret nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","adü, sanayi, ücret",,
522,Adü-sanayi arası otobüs ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","adü, sanayi, otobüs, ne, kadar",,
523,Adü- sanayi arası otobüs ücreti ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","adü, sanayi, otobüs, ücret",,
524,Adü- sanayi arası otobüs ücreti nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","adü, sanayi, otobüs, ücret",,
525,Adü- sanayi arası otobüs fiyatı ne kadar?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","adü, sanayi, otobüs, fiyat",,
526,Adü- sanayi arası otobüs fiyatı nedir?,"Adü ile Astim Organize Sanayi arası tam ücret 2.75 lira, indirimli ücret 2 liradır.","adü, sanayi, otobüs, fiyat",,
527,Adü- sanayi arası tam ne kadar?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.,"adü, sanayi, tam, ne, kadar",,
528,Adü- sanayi arası tam ücreti ne kadar?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.,"adü, sanayi, tam, ücret",,
529,Adü- sanayi arası tam ücreti nedir?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.,"adü, sanayi, tam, ücret",,
530,Adü- sanayi arası tam fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.,"adü, sanayi, tam, fiyat",,
531,Adü- sanayi arası tam fiyatı nedir?,Adü ile Astim Organize Sanayi arası tam ücret 2.75 liradır.,"adü, sanayi, tam, fiyat",,
532,Adü- sanayi arası indirimli ne kadar?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.,"adü, sanayi, indirimli, ne, kadar",,
533,Adü- sanayi arası indirimli ücreti ne kadar?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.,"adü, sanayi, indirimli, ücret",,
534,Adü- sanayi arası indirimli ücreti nedir?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.,"adü, sanayi, indirimli, ücret",,
535,Adü- sanayi arası indirimli fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.,"adü, sanayi, indirimli, fiyat",,
536,Adü- sanayi arası indirimli fiyatı nedir?,Adü ile Astim Organize Sanayi arası indirimli ücret 2 liradır.,"adü, sanayi, indirimli, fiyat",,
537,Adü- sanayi arası engelli ne kadar?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.,"adü, sanayi, engelli, ne, kadar",,
538,Adü- sanayi arası engelli ücreti ne kadar?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.,"adü, sanayi, engelli, ücret",,
539,Adü- sanayi arası engelli ücreti nedir?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.,"adü, sanayi, engelli, ücret",,
540,Adü- sanayi arası engelli fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.,"adü, sanayi, engelli, fiyat",,
541,Adü- sanayi arası engelli fiyatı nedir?,Adü ile Astim Organize Sanayi arası engelli ücreti 2 liradır.,"adü, sanayi, engelli, fiyat",,
542,Adü- sanayi arası öğrenci ne kadar?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.,"adü, sanayi, öğrenci, ne, kadar",,
543,Adü- sanayi arası öğrenci ücreti ne kadar?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.,"adü, sanayi, öğrenci, ücret",,
544,Adü- sanayi arası öğrenci ücreti nedir?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.,"adü, sanayi, öğrenci, ücret",,
545,Adü- sanayi arası öğrenci fiyatı ne kadar?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.,"adü, sanayi, öğrenci, fiyat",,
546,Adü- sanayi arası öğrenci fiyatı nedir?,Adü ile Astim Organize Sanayi arası öğrenci ücreti 2 liradır.,"adü, sanayi, öğrenci, fiyat",,
547,605 imamköy e ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, imamköy, ne, kadar",,
548,605 numara imamköy e ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, imamköy, numara, ne, kadar",,
549,605 numaralı otobüs imamköy e ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, imamköy, otobüs, ne, kadar",,
550,605 imamköy e fiyat ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, imamköy, fiyat",,
551,605 numara imamköy fiyat ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, imamköy, numara, fiyat",,
552,605 numara imamköy fiyatı nedir?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, imamköy, numara, fiyat",,
553,605 numaralı otobüsün imamköy fiyatı ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, imamköy, otobüs, fiyat",,
554,605 numaralı otobüsün imamköy fiyatı nedir?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, imamköy, otobüs, fiyat",,
555,605 imamköy ücret ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, imamköy, ücret",,
556,605 numara imamköy ücreti ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, imamköy, numara, ücret",,
557,605 numara imamköy ücreti nedir?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, imamköy, numara, ücret",,
558,605 numaralı otobüsün imamköy ücreti ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, imamköy, otobüs, ücret",,
559,605 numaralı otobüsün imamköy ücreti nedir?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, imamköy, otobüs, ücret",,
560,Adü- imamköy arası ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, imamköy, ne, kadar",,
561,Adü- imamköy arası fiyat nedir?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, imamköy, fiyat",,
562,Adü- imamköy arası ücret nedir?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, imamköy, ücret",,
563,Adü- imamköy arası otobüs ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, imamköy, otobüs, ne, kadar",,
564,Adü- imamköy arası otobüs ücreti ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, imamköy, otobüs, ücret",,
565,Adü- imamköy arası otobüs ücreti nedir?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, imamköy, otobüs, ücret",,
566,Adü- imamköy arası otobüs fiyatı ne kadar?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, imamköy, otobüs, fiyat",,
567,Adü- imamköy arası otobüs fiyatı nedir?,"Adü ile İmamköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, imamköy, otobüs, fiyat",,
568,Adü- imamköy arası tam ne kadar?,Adü ile İmamköy arası tam ücret 4 liradır.,"adü, imamköy, tam, ne, kadar",,
569,Adü- imamköy arası tam ücreti ne kadar?,Adü ile İmamköy arası tam ücret 4 liradır.,"adü, imamköy, tam, ücret",,
570,Adü- imamköy arası tam ücreti nedir?,Adü ile İmamköy arası tam ücret 4 liradır.,"adü, imamköy, tam, ücret",,
571,Adü- imamköy arası tam fiyatı ne kadar?,Adü ile İmamköy arası tam ücret 4 liradır.,"adü, imamköy, tam, fiyat",,
572,Adü- imamköy arası tam fiyatı nedir?,Adü ile İmamköy arası tam ücret 4 liradır.,"adü, imamköy, tam, fiyat",,
573,Adü- imamköy arası indirimli ne kadar?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.,"adü, imamköy, indirimli, ne, kadar",,
574,Adü- imamköy arası indirimli ücreti ne kadar?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.,"adü, imamköy, indirimli, ücret",,
575,Adü- imamköy arası indirimli ücreti nedir?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.,"adü, imamköy, indirimli, ücret",,
576,Adü- imamköy arası indirimli fiyatı ne kadar?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.,"adü, imamköy, indirimli, fiyat",,
577,Adü- imamköy arası indirimli fiyatı nedir?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.,"adü, imamköy, indirimli, fiyat",,
578,Adü- imamköy arası engelli ne kadar?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.,"adü, imamköy, engelli, ne, kadar",,
579,Adü- imamköy arası engelli ücreti ne kadar?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.,"adü, imamköy, engelli, ücret",,
580,Adü- imamköy arası engelli ücreti nedir?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.,"adü, imamköy, engelli, ücret",,
581,Adü- imamköy arası engelli fiyatı ne kadar?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.,"adü, imamköy, engelli, fiyat",,
582,Adü- imamköy arası engelli fiyatı nedir?,Adü ile İmamköy arası indirimli ücret 2.65 liradır.,"adü, imamköy, engelli, fiyat",,
583,Adü- imamköy arası öğrenci ne kadar?,Adü ile İmamköy arası öğrenci ücreti 2.65 liradır.,"adü, imamköy, öğrenci, ne, kadar",,
584,Adü- imamköy arası öğrenci ücreti ne kadar?,Adü ile İmamköy arası öğrenci ücreti 2.65 liradır.,"adü, imamköy, öğrenci, ücret",,
585,Adü- imamköy arası öğrenci ücreti nedir?,Adü ile İmamköy arası öğrenci ücreti 2.65 liradır.,"adü, imamköy, öğrenci, ücret",,
586,Adü- imamköy arası öğrenci fiyatı ne kadar?,Adü ile İmamköy arası öğrenci ücreti 2.65 liradır.,"adü, imamköy, öğrenci, fiyat",,
587,Adü- imamköy arası öğrenci fiyatı nedir?,Adü ile İmamköy arası öğrenci ücreti 2.65 liradır.,"adü, imamköy, öğrenci, fiyat",,
588,605 serçeköy e ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, serçeköy, ne, kadar",,
589,605 numara serçeköy e ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, serçeköy, numara, ne, kadar",,
590,605 numaralı otobüs serçeköy e ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, serçeköy, otobüs, ne, kadar",,
591,605 serçeköy e fiyat ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, serçeköy, fiyat",,
592,605 numara serçeköy fiyat ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, serçeköy, numara, fiyat",,
593,605 numara serçeköy fiyatı nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, serçeköy, numara, fiyat",,
594,605 numaralı otobüsün serçeköy fiyatı ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, serçeköy, otobüs, fiyat",,
595,605 numaralı otobüsün serçeköy fiyatı nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, serçeköy, otobüs, fiyat",,
596,605 serçeköy ücret ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, serçeköy, ücret",,
597,605 numara serçeköy ücreti ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, serçeköy, numara, ücret",,
598,605 numara serçeköy ücreti nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, serçeköy, numara, ücret",,
599,605 numaralı otobüsün serçeköy ücreti ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, serçeköy, otobüs, ücret",,
600,605 numaralı otobüsün serçeköy ücreti nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","605, serçeköy, otobüs, ücret",,
601,Adü- serçeköy arası ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, ne, kadar",,
602,Adü- serçeköy arası fiyat nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, fiyat",,
603,Adü- serçeköy arası ücret nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, ücret",,
604,Adü-serçeköy arası otobüs ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, otobüs, ne, kadar",,
605,Adü- serçeköy arası otobüs ücreti ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, otobüs, ücret",,
606,Adü- serçeköy arası otobüs ücreti nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, otobüs, ücret",,
607,Adü- serçeköy arası otobüs fiyatı ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, otobüs, fiyat",,
608,Adü- serçeköy arası otobüs fiyatı nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, otobüs, fiyat",,
609,Adü- serçeköy arası tam ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, tam, ne, kadar",,
610,Adü- serçeköy arası tam ücreti ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, tam, ücret",,
611,Adü- serçeköy arası tam ücreti nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, tam, ücret",,
612,Adü- serçeköy arası tam fiyatı ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, tam, fiyat",,
613,Adü- serçeköy arası tam fiyatı nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, tam, fiyat",,
614,Adü- serçeköy arası indirimli ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, indirimli, ne, kadar",,
615,Adü- serçeköy arası indirimli ücreti ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, indirimli, ücret",,
616,Adü- serçeköy arası indirimli ücreti nedir?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, indirimli, ücret",,
617,Adü- serçeköy arası indirimli fiyatı ne kadar?,"Adü ile Serçeköy arası tam ücret 4 lira, indirimli ücret 2.65 liradır.","adü, serçeköy, indirimli, fiyat",,
